HOST_ID,HOST_NAME,HOST_SINCE,IS_SUPERHOST,RESPONSE_RATE,CREATED_AT,UPDATED_AT,AVG_HOST_RATING
272,Sophia Jackson,2018-06-30,false,77,2018-06-30 02:00:00,2024-03-14 00:00:00,4.36
273,Elijah Abbe,2020-05-20,false,98,2020-05-20 23:00:00,2024-04-08 00:00:00,3.97
274,Harper Dubois,2015-11-05,false,92,2015-11-05 17:00:00,2024-05-23 00:00:00,3.19
275,Elijah Turner,2015-01-22,false,85,2015-01-22 13:00:00,2024-06-26 00:00:00,4.92
276,Amelia Ryan,2021-04-26,false,82,2021-04-26 02:00:00,2024-07-10 00:00:00,4.75
277,Amelia Murphy,2018-07-28,false,93,2018-07-28 09:00:00,2024-03-07 00:00:00,3.8
278,Ava Wilson,2019-11-28,false,79,2019-11-28 02:00:00,2024-01-22 00:00:00,3.83
279,Charlotte Ryan,2016-09-07,false,81,2016-09-07 02:00:00,2024-04-26 00:00:00,4.38
280,Lucas Dubois,2020-01-17,false,91,2020-01-17 13:00:00,2024-07-12 00:00:00,4.1
281,Ava Brown,2016-06-15,false,73,2016-06-15 03:00:00,2024-03-27 00:00:00,4.43
282,Alexander Dubois,2022-06-05,false,70,2022-06-05 20:00:00,2024-01-27 00:00:00,4.53
283,James Jones,2021-03-22,false,87,2021-03-22 18:00:00,2024-02-15 00:00:00,4.81
284,Evelyn Singh,2020-01-04,false,74,2020-01-04 05:00:00,2024-02-01 00:00:00,4.91
285,Evelyn Turner,2018-07-04,false,88,2018-07-05 00:00:00,2024-05-31 00:00:00,4.63
286,Kyle Jones,2019-01-12,false,80,2019-01-12 08:00:00,2024-05-10 00:00:00,4.89
287,Noah Smith,2022-04-30,false,76,2022-04-30 13:00:00,2024-03-15 00:00:00,4.59
288,Alexander Brown,2019-05-08,false,74,2019-05-08 05:00:00,2024-04-15 00:00:00,4.64
289,Emma Walsh,2020-09-17,false,73,2020-09-17 21:00:00,2024-02-16 00:00:00,4.98
290,Ava Ryan,2020-09-16,false,82,2020-09-16 07:00:00,2024-05-01 00:00:00,4.86
291,James Kamau,2021-03-29,false,85,2021-03-29 14:00:00,2024-07-04 00:00:00,4.94
292,Randy Richards,2021-10-24,false,72,2021-10-24 08:00:00,2024-06-13 00:00:00,4.64
293,Olivia Williams,2021-05-16,false,73,2021-05-16 04:00:00,2024-03-23 00:00:00,4.5
294,Mia Richards,2017-05-03,false,71,2017-05-03 02:00:00,2024-01-19 00:00:00,4.77
295,Benjamin Turner,2019-04-07,false,81,2019-04-07 21:00:00,2024-01-16 00:00:00,4.59
296,Ava Walsh,2020-03-11,false,77,2020-03-11 02:00:00,2024-01-06 00:00:00,4.65
297,Tina Turner,2017-07-30,false,82,2017-07-30 16:00:00,2024-05-21 00:00:00,4.15
298,Evelyn Richards,2020-01-19,false,77,2020-01-19 19:00:00,2024-06-20 00:00:00,4.92
299,Liam Ryan,2015-08-28,false,88,2015-08-28 06:00:00,2024-04-09 00:00:00,4.06
300,Olivia O'Connor,2020-06-26,false,93,2020-06-26 20:00:00,2024-02-12 00:00:00,4.75
301,Oliver Turner,2022-06-06,false,93,2022-06-06 09:00:00,2024-06-09 00:00:00,4.59
302,Randy Dubois,2022-05-03,false,73,2022-05-03 03:00:00,2024-04-11 00:00:00,4.81
303,William Williams,2019-10-13,false,97,2019-10-13 11:00:00,2024-05-07 00:00:00,4.67
304,Ava Garcia,2016-04-20,false,76,2016-04-20 09:00:00,2024-02-28 00:00:00,3.98
305,William Jones,2021-06-04,false,85,2021-06-04 18:00:00,2024-03-29 00:00:00,4.05
306,Emma Ivanov,2019-07-09,false,71,2019-07-09 21:00:00,2024-03-10 00:00:00,3.08
307,Amelia Kamau,2019-05-30,false,83,2019-05-30 11:00:00,2024-01-30 00:00:00,4.95
308,William Wilson,2020-09-24,false,87,2020-09-24 21:00:00,2024-02-24 00:00:00,4.61
309,Emma Dubois,2015-05-13,false,90,2015-05-13 11:00:00,2024-01-12 00:00:00,4.27
310,Oliver Richards,2017-01-22,false,99,2017-01-22 19:00:00,2024-04-12 00:00:00,4.71
311,Isabella Walsh,2016-03-10,false,79,2016-03-10 07:00:00,2024-04-30 00:00:00,4.98
312,Nuri Kamau,2015-01-18,true,100,2015-01-18 02:00:00,2024-01-10 00:00:00,4.99
313,Amelia Silva,2019-12-10,false,83,2019-12-10 08:00:00,2024-03-21 00:00:00,4.93
314,Ava Ryan,2017-11-06,false,76,2017-11-06 11:00:00,2024-07-14 00:00:00,3.43
315,Amelia Nkomo,2018-03-30,false,86,2018-03-30 15:00:00,2024-04-25 00:00:00,4.17
316,Oliver Jackson,2020-04-12,false,75,2020-04-12 13:00:00,2024-06-23 00:00:00,4.26
317,Nuri Müller,2019-07-15,false,95,2019-07-15 23:00:00,2024-02-02 00:00:00,4.74
318,Liam Jackson,2018-05-30,false,75,2018-05-30 11:00:00,2024-06-18 00:00:00,4.63
319,Evelyn Silva,2016-09-19,false,78,2016-09-19 16:00:00,2024-02-10 00:00:00,4.79
320,Lucas Murphy,2021-06-23,false,88,2021-06-23 15:00:00,2024-03-22 00:00:00,4.76
321,Isabella Williams,2017-03-12,false,88,2017-03-12 10:00:00,2024-04-03 00:00:00,4.63
322,Liam Walsh,2022-01-20,false,70,2022-01-20 04:00:00,2024-04-08 00:00:00,4.49
323,Liam Ryan,2016-06-05,false,78,2016-06-05 05:00:00,2024-02-28 00:00:00,4.38
324,Oliver Soto,2015-02-21,false,75,2015-02-21 05:00:00,2024-03-15 00:00:00,4.65
325,Tina Silva,2017-03-25,false,96,2017-03-25 01:00:00,2024-02-19 00:00:00,3.49
326,Oliver Turner,2016-04-16,false,98,2016-04-16 07:00:00,2024-06-30 00:00:00,4.31
327,Oliver Silva,2022-06-14,false,99,2022-06-14 23:00:00,2024-04-03 00:00:00,4.6
328,Liam Abbe,2018-01-01,false,73,2018-01-01 13:00:00,2024-01-12 00:00:00,4.31
329,James Richards,2020-03-29,false,78,2020-03-29 20:00:00,2024-05-25 00:00:00,4.9
330,Benjamin Richards,2018-11-01,false,89,2018-11-01 21:00:00,2024-06-12 00:00:00,4.71
331,Noah Jackson,2016-02-19,false,73,2016-02-19 21:00:00,2024-02-26 00:00:00,4.64
332,Nuri Singh,2021-06-18,false,71,2021-06-18 08:00:00,2024-06-12 00:00:00,4.47
333,Harper Jackson,2018-09-11,false,73,2018-09-11 20:00:00,2024-03-20 00:00:00,4.75
334,Sophia O'Connor,2015-01-01,false,84,2015-01-01 05:00:00,2024-02-09 00:00:00,4.64
335,Emma Ryan,2018-08-31,true,99,2018-08-31 12:00:00,2024-01-11 00:00:00,4.89
336,Tina Smith,2015-10-09,true,96,2015-10-09 23:00:00,2024-04-18 00:00:00,4.9
337,Lucas Jackson,2019-02-03,false,98,2019-02-03 23:00:00,2024-01-07 00:00:00,4.01
338,Olivia Wilson,2019-08-13,false,85,2019-08-13 16:00:00,2024-04-21 00:00:00,4.27
339,Lucas Ivanov,2018-04-24,false,71,2018-04-24 14:00:00,2024-04-07 00:00:00,4.75
340,Nuri Abbe,2018-11-02,false,79,2018-11-02 08:00:00,2024-04-10 00:00:00,4.74
341,Isabella Ivanov,2016-03-31,false,72,2016-03-31 05:00:00,2024-02-08 00:00:00,4.8
342,Evelyn Wilson,2016-01-01,false,86,2016-01-01 13:00:00,2024-06-24 00:00:00,4.93
343,Sophia Nkomo,2021-08-27,false,70,2021-08-27 13:00:00,2024-05-31 00:00:00,4.72
344,Oliver Tanaka,2015-06-04,false,71,2015-06-04 12:00:00,2024-03-12 00:00:00,4.89
345,Olivia Nkomo,2016-02-24,true,91,2016-02-24 09:00:00,2024-07-14 00:00:00,4.93
346,Elijah Wilson,2021-08-06,false,77,2021-08-06 18:00:00,2024-03-26 00:00:00,3.81
347,Liam Garcia,2015-05-30,false,100,2015-05-30 20:00:00,2024-03-19 00:00:00,3.89
348,Ava Richards,2021-08-08,false,78,2021-08-08 08:00:00,2024-02-19 00:00:00,4.92
349,Noah Silva,2017-07-08,false,93,2017-07-08 18:00:00,2024-05-04 00:00:00,4.6
350,Henry Kamau,2020-08-21,false,98,2020-08-21 22:00:00,2024-02-09 00:00:00,4.05
351,Amelia Ryan,2021-08-01,false,87,2021-08-01 10:00:00,2024-06-10 00:00:00,4.63
352,Amelia Jones,2016-06-05,false,90,2016-06-05 01:00:00,2024-05-11 00:00:00,4.19
353,Benjamin Abbe,2015-11-22,false,97,2015-11-22 11:00:00,2024-06-08 00:00:00,4.19
354,Mia Kamau,2022-08-15,false,93,2022-08-15 13:00:00,2024-05-11 00:00:00,4.53
355,Emma O'Connor,2021-03-06,true,95,2021-03-06 18:00:00,2024-01-31 00:00:00,4.87
356,Evelyn Jones,2016-11-30,false,96,2016-11-30 03:00:00,2024-04-23 00:00:00,4.29
357,Kyle Walsh,2017-04-04,false,70,2017-04-04 01:00:00,2024-02-28 00:00:00,4.71
358,Oliver Singh,2016-05-15,false,92,2016-05-15 21:00:00,2024-06-08 00:00:00,4.7
359,Nuri Brown,2020-10-08,false,89,2020-10-08 06:00:00,2024-05-03 00:00:00,3.63
360,Noah Jones,2016-09-11,false,90,2016-09-11 11:00:00,2024-04-21 00:00:00,4.66
361,Noah Turner,2021-06-13,false,92,2021-06-13 04:00:00,2024-01-19 00:00:00,4.6
362,Lucas Singh,2016-07-05,false,80,2016-07-05 17:00:00,2024-02-12 00:00:00,4.36
363,Ava Walsh,2017-05-06,true,92,2017-05-06 15:00:00,2024-03-11 00:00:00,4.96
364,Henry Tanaka,2020-09-17,false,96,2020-09-17 18:00:00,2024-02-09 00:00:00,4.78
365,Alexander Wilson,2021-05-30,false,77,2021-05-30 23:00:00,2024-05-01 00:00:00,3.52
366,Tina Ivanov,2021-06-14,false,72,2021-06-14 06:00:00,2024-05-26 00:00:00,4.7
367,Isabella Turner,2018-09-17,false,70,2018-09-17 02:00:00,2024-02-02 00:00:00,3.05
368,Charlotte Jones,2019-05-26,false,91,2019-05-26 11:00:00,2024-01-26 00:00:00,3.75
369,William Silva,2019-09-13,false,82,2019-09-13 09:00:00,2024-05-29 00:00:00,4.78
370,Evelyn Müller,2022-11-21,false,98,2022-11-21 15:00:00,2024-01-02 00:00:00,4.68
371,Lucas Garcia,2018-12-19,false,99,2018-12-19 21:00:00,2024-07-07 00:00:00,4.72
372,Sophia Müller,2021-04-25,false,87,2021-04-25 11:00:00,2024-03-21 00:00:00,4.74
373,Emma Walsh,2017-04-04,false,74,2017-04-04 08:00:00,2024-01-02 00:00:00,4.6
374,Ava Tanaka,2015-12-22,false,89,2015-12-22 08:00:00,2024-03-01 00:00:00,4.49
375,Nuri Murphy,2016-02-18,false,82,2016-02-18 22:00:00,2024-02-26 00:00:00,4.61
376,Evelyn Kamau,2021-03-27,false,72,2021-03-27 18:00:00,2024-04-15 00:00:00,4.67
377,Ava Murphy,2018-09-09,false,79,2018-09-09 18:00:00,2024-05-11 00:00:00,4.49
378,Henry Silva,2020-09-09,false,85,2020-09-09 06:00:00,2024-02-28 00:00:00,4.81
379,Lucas Abbe,2021-09-22,false,94,2021-09-22 13:00:00,2024-03-28 00:00:00,4.21
380,Charlotte Jackson,2017-10-06,false,79,2017-10-06 19:00:00,2024-01-04 00:00:00,4.78
381,Noah Jackson,2018-04-20,false,70,2018-04-20 10:00:00,2024-05-03 00:00:00,4.91
382,Henry Turner,2020-01-09,false,89,2020-01-09 05:00:00,2024-02-07 00:00:00,4.37
383,Amelia Dubois,2022-11-28,false,92,2022-11-28 01:00:00,2024-01-03 00:00:00,4.03
384,Isabella Abbe,2019-08-04,false,75,2019-08-04 01:00:00,2024-05-17 00:00:00,4.3
385,Charlotte Brown,2017-11-23,false,99,2017-11-23 15:00:00,2024-06-06 00:00:00,4.25
386,William Jackson,2016-02-18,false,89,2016-02-18 19:00:00,2024-03-21 00:00:00,3.93
387,James O'Connor,2021-01-18,false,94,2021-01-18 05:00:00,2024-05-28 00:00:00,4.59
388,Elijah Turner,2015-02-23,false,76,2015-02-23 22:00:00,2024-01-18 00:00:00,4.75
389,Noah Garcia,2019-09-20,false,93,2019-09-20 01:00:00,2024-05-29 00:00:00,4.35
390,William Tanaka,2017-07-20,false,77,2017-07-20 12:00:00,2024-02-27 00:00:00,3.85
391,Sophia Soto,2016-04-01,false,74,2016-04-01 15:00:00,2024-01-29 00:00:00,3.43
392,Alexander Nkomo,2015-11-12,true,91,2015-11-12 14:00:00,2024-01-18 00:00:00,4.93
393,Noah Abbe,2019-05-04,false,98,2019-05-04 08:00:00,2024-06-25 00:00:00,4.66
394,Isabella Walsh,2021-09-24,false,96,2021-09-24 04:00:00,2024-02-21 00:00:00,3.98
395,Mia Dubois,2019-08-26,false,76,2019-08-26 17:00:00,2024-03-19 00:00:00,4.52
396,Tina Ivanov,2021-12-12,false,87,2021-12-12 03:00:00,2024-02-10 00:00:00,3.25
397,Olivia Walsh,2020-11-23,false,97,2020-11-23 16:00:00,2024-07-01 00:00:00,3.82
398,Benjamin Turner,2016-05-12,false,96,2016-05-12 02:00:00,2024-01-27 00:00:00,4.62
399,Nuri Singh,2020-02-26,false,90,2020-02-26 15:00:00,2024-06-13 00:00:00,4.45
400,Evelyn Nkomo,2019-05-15,false,89,2019-05-15 17:00:00,2024-03-18 00:00:00,3.97
401,Amelia Singh,2021-07-29,false,83,2021-07-30 00:00:00,2024-04-18 00:00:00,4.92
402,Tina Jones,2019-07-14,false,91,2019-07-14 08:00:00,2024-04-02 00:00:00,3.09
403,Evelyn Dubois,2016-11-25,false,83,2016-11-25 19:00:00,2024-02-20 00:00:00,4.79
404,Mia Murphy,2015-04-13,false,90,2015-04-13 06:00:00,2024-05-03 00:00:00,3.82
405,Emma Williams,2020-07-20,false,85,2020-07-20 08:00:00,2024-02-11 00:00:00,4.62
406,Liam Wilson,2020-10-29,false,75,2020-10-29 13:00:00,2024-02-16 00:00:00,4.28
407,Isabella Kamau,2016-04-06,false,75,2016-04-06 02:00:00,2024-01-24 00:00:00,4.58
408,Emma Murphy,2016-05-24,false,96,2016-05-24 19:00:00,2024-04-30 00:00:00,4.78
409,Randy Silva,2016-01-11,false,81,2016-01-11 13:00:00,2024-03-20 00:00:00,3.52
410,William Turner,2017-05-02,false,82,2017-05-02 07:00:00,2024-05-13 00:00:00,4.72
411,Henry Jones,2016-05-05,false,87,2016-05-05 01:00:00,2024-02-24 00:00:00,4.68
412,Randy Soto,2019-03-16,false,97,2019-03-16 22:00:00,2024-05-18 00:00:00,3.25
413,Charlotte Richards,2015-02-06,false,91,2015-02-06 04:00:00,2024-01-03 00:00:00,3.76
414,Henry Abbe,2015-12-13,false,77,2015-12-13 16:00:00,2024-06-18 00:00:00,4.57
415,Amelia Tanaka,2018-11-26,false,76,2018-11-26 02:00:00,2024-05-16 00:00:00,3.82
416,Emma Ivanov,2022-01-03,false,84,2022-01-03 16:00:00,2024-05-06 00:00:00,4.67
417,Oliver Jones,2016-10-23,false,75,2016-10-23 23:00:00,2024-06-11 00:00:00,4.69
418,Charlotte Nkomo,2021-10-11,false,88,2021-10-11 17:00:00,2024-02-06 00:00:00,4.74
419,Tina Garcia,2015-01-18,false,75,2015-01-18 21:00:00,2024-03-26 00:00:00,3.96
420,Ava Nkomo,2017-06-20,false,72,2017-06-20 22:00:00,2024-03-17 00:00:00,4.27
421,Mia Jones,2021-10-07,false,99,2021-10-07 18:00:00,2024-07-15 00:00:00,3.99
422,Kyle Ivanov,2018-07-31,false,86,2018-07-31 06:00:00,2024-01-14 00:00:00,4.23
423,Ava Garcia,2016-08-07,false,86,2016-08-07 05:00:00,2024-03-06 00:00:00,4.6
424,Harper Nkomo,2015-09-29,false,79,2015-09-29 10:00:00,2024-06-23 00:00:00,4.77
425,Mia Wilson,2022-09-11,false,95,2022-09-11 21:00:00,2024-06-27 00:00:00,4.64
426,Tina Walsh,2017-01-02,false,73,2017-01-02 10:00:00,2024-05-30 00:00:00,4.59
427,Charlotte Turner,2018-05-01,false,78,2018-05-01 20:00:00,2024-02-19 00:00:00,4.81
428,Ava Soto,2021-11-24,false,81,2021-11-24 11:00:00,2024-03-31 00:00:00,4.41
429,Randy Singh,2017-08-16,false,92,2017-08-16 18:00:00,2024-06-16 00:00:00,4.51
430,Sophia Singh,2019-02-25,false,82,2019-02-25 17:00:00,2024-03-21 00:00:00,4.8
431,Harper Turner,2017-03-16,false,74,2017-03-16 05:00:00,2024-01-26 00:00:00,4.55
432,Benjamin Murphy,2019-10-23,false,86,2019-10-23 20:00:00,2024-03-18 00:00:00,4.46
433,Harper Smith,2019-04-21,false,90,2019-04-21 09:00:00,2024-03-01 00:00:00,4.04
434,Tina Jackson,2018-01-17,false,83,2018-01-17 19:00:00,2024-07-06 00:00:00,4.83
435,Noah Tanaka,2017-04-22,false,85,2017-04-22 22:00:00,2024-01-21 00:00:00,4.79
436,Evelyn Kamau,2018-08-01,false,73,2018-08-02 00:00:00,2024-04-11 00:00:00,4.02
437,Emma Abbe,2017-11-28,false,99,2017-11-28 12:00:00,2024-03-02 00:00:00,4.51
438,Alexander Wilson,2017-11-02,false,85,2017-11-02 22:00:00,2024-02-18 00:00:00,3.97
439,Oliver Jones,2020-02-07,false,92,2020-02-07 09:00:00,2024-01-07 00:00:00,4.43
440,Nuri Brown,2021-04-14,false,92,2021-04-14 04:00:00,2024-04-28 00:00:00,4.59
441,Benjamin Walsh,2016-09-11,false,74,2016-09-11 14:00:00,2024-04-06 00:00:00,4.68
442,Isabella Brown,2017-12-13,false,86,2017-12-13 14:00:00,2024-02-26 00:00:00,3.4
443,James Ryan,2018-06-29,false,95,2018-06-29 22:00:00,2024-02-01 00:00:00,4.61
444,Lucas Walsh,2020-02-10,false,85,2020-02-10 18:00:00,2024-01-02 00:00:00,4.7
445,Alexander Brown,2015-08-23,false,80,2015-08-23 02:00:00,2024-06-10 00:00:00,4.38
446,Oliver Nkomo,2022-05-21,false,88,2022-05-21 02:00:00,2024-07-08 00:00:00,3.19
447,Nuri Jackson,2022-08-18,false,85,2022-08-18 16:00:00,2024-06-26 00:00:00,3.31
448,Amelia Kamau,2017-03-04,false,100,2017-03-04 09:00:00,2024-03-03 00:00:00,4.29
449,Amelia Smith,2015-05-07,false,85,2015-05-08 00:00:00,2024-03-10 00:00:00,4.64
450,Charlotte Williams,2016-06-12,false,73,2016-06-12 09:00:00,2024-03-13 00:00:00,4.97
451,Emma Müller,2017-02-12,false,81,2017-02-12 06:00:00,2024-01-07 00:00:00,3.8
452,Olivia Abbe,2017-10-10,false,95,2017-10-11 00:00:00,2024-05-02 00:00:00,4.57
453,Amelia Garcia,2018-05-25,false,94,2018-05-25 09:00:00,2024-02-02 00:00:00,4.69
454,Amelia Müller,2018-05-24,false,95,2018-05-24 13:00:00,2024-03-23 00:00:00,3.36
455,Henry Tanaka,2019-08-12,false,75,2019-08-13 00:00:00,2024-02-20 00:00:00,4.66
456,Amelia Williams,2015-06-05,false,72,2015-06-05 15:00:00,2024-05-31 00:00:00,4.85
457,James O'Connor,2016-10-21,false,70,2016-10-21 05:00:00,2024-07-18 00:00:00,4.97
458,Nuri Müller,2021-01-07,false,86,2021-01-07 23:00:00,2024-06-12 00:00:00,4.51
459,Randy Williams,2020-04-02,false,81,2020-04-02 22:00:00,2024-02-08 00:00:00,4.9
460,Noah Tanaka,2018-10-13,false,98,2018-10-13 16:00:00,2024-05-15 00:00:00,4.63
461,Randy Brown,2016-01-23,false,87,2016-01-23 12:00:00,2024-06-19 00:00:00,4.94
462,Elijah Smith,2021-01-22,false,85,2021-01-22 08:00:00,2024-03-30 00:00:00,3.96
463,Olivia Richards,2017-10-03,false,81,2017-10-03 19:00:00,2024-05-29 00:00:00,3.9
464,Henry Jackson,2018-09-28,true,98,2018-09-28 20:00:00,2024-04-13 00:00:00,4.82
465,Kyle Murphy,2015-08-22,false,76,2015-08-22 02:00:00,2024-01-29 00:00:00,3.18
466,Olivia Richards,2018-06-22,false,73,2018-06-22 18:00:00,2024-01-17 00:00:00,4.54
467,Amelia Jackson,2017-10-26,true,91,2017-10-26 16:00:00,2024-03-17 00:00:00,4.84
468,Oliver Smith,2022-04-26,false,92,2022-04-26 13:00:00,2024-05-29 00:00:00,3.83
469,Kyle Nkomo,2022-03-26,false,98,2022-03-26 04:00:00,2024-01-02 00:00:00,4.51
470,Kyle Wilson,2018-02-07,false,78,2018-02-07 07:00:00,2024-01-11 00:00:00,3.69
471,Lucas Dubois,2017-05-29,true,99,2017-05-29 13:00:00,2024-07-07 00:00:00,4.88
472,Oliver Soto,2015-01-12,false,78,2015-01-12 06:00:00,2024-04-25 00:00:00,3.29
473,Sophia Smith,2020-08-09,false,70,2020-08-09 21:00:00,2024-04-19 00:00:00,4.81
474,Mia Jackson,2018-03-13,false,94,2018-03-13 22:00:00,2024-05-15 00:00:00,3.98
475,William Walsh,2020-02-04,false,82,2020-02-04 08:00:00,2024-03-06 00:00:00,4.95
476,Sophia Ryan,2018-05-29,false,95,2018-05-29 05:00:00,2024-05-06 00:00:00,3.53
477,Tina Jones,2023-01-01,false,93,2023-01-01 12:00:00,2024-01-07 00:00:00,4.66
478,James Walsh,2018-01-08,true,93,2018-01-08 05:00:00,2024-03-22 00:00:00,4.95
479,Sophia Walsh,2020-06-19,false,73,2020-06-19 01:00:00,2024-07-18 00:00:00,3.64
480,Lucas Ryan,2018-05-29,false,81,2018-05-29 18:00:00,2024-06-14 00:00:00,4.63
481,Sophia Jackson,2019-10-26,false,96,2019-10-26 08:00:00,2024-07-17 00:00:00,4.32
482,Emma Turner,2021-10-13,false,95,2021-10-13 21:00:00,2024-01-04 00:00:00,4.21
483,Charlotte Ryan,2020-01-15,false,86,2020-01-15 01:00:00,2024-02-17 00:00:00,4.72
484,Lucas Ivanov,2019-04-11,false,86,2019-04-11 02:00:00,2024-06-21 00:00:00,3.81
485,Ava Richards,2021-06-08,false,81,2021-06-08 10:00:00,2024-06-29 00:00:00,4.62
486,Evelyn Jones,2019-01-23,false,82,2019-01-23 05:00:00,2024-04-05 00:00:00,3.38
487,Liam Nkomo,2015-07-08,true,94,2015-07-08 05:00:00,2024-01-25 00:00:00,4.93
488,Alexander Jones,2022-03-05,false,76,2022-03-05 17:00:00,2024-02-10 00:00:00,4.94
489,James Müller,2021-07-29,false,88,2021-07-29 07:00:00,2024-02-02 00:00:00,3.11
490,Tina Richards,2019-11-04,false,95,2019-11-04 14:00:00,2024-05-28 00:00:00,4.46
491,Tina Silva,2017-09-02,false,88,2017-09-02 06:00:00,2024-05-21 00:00:00,4.55
492,Evelyn Murphy,2016-01-26,false,70,2016-01-26 08:00:00,2024-07-17 00:00:00,3.84
493,Nuri Nkomo,2018-11-26,true,94,2018-11-26 16:00:00,2024-04-12 00:00:00,4.89
494,Emma Singh,2019-05-03,false,88,2019-05-03 16:00:00,2024-01-04 00:00:00,4.67
495,Olivia Tanaka,2018-12-31,false,88,2018-12-31 23:00:00,2024-05-02 00:00:00,4.56
496,Isabella Tanaka,2018-08-11,false,82,2018-08-12 00:00:00,2024-07-19 00:00:00,4.9
497,Sophia Abbe,2015-03-26,false,72,2015-03-26 04:00:00,2024-04-11 00:00:00,4.7
498,Liam O'Connor,2021-09-26,false,88,2021-09-26 14:00:00,2024-06-27 00:00:00,4.84
499,Amelia Williams,2021-11-02,false,81,2021-11-02 05:00:00,2024-02-24 00:00:00,3.02
500,Elijah Walsh,2018-08-25,false,78,2018-08-25 06:00:00,2024-03-15 00:00:00,3.34
